Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
M,D,Y,30,38,17,60,37
F,E,U,8,66,71,56,26
F,D,O,90,49,68,53,22
M,E,Y,31,54,16,45,35
F,E,Y,23,58,30,50,94
M,B,Y,39,38,6,59,41
M,D,Y,32,29,14,49,37
M,B,M,51,53,2,67,55
F,C,O,83,58,47,50,27
M,D,Y,27,42,22,35,38
M,C,M,51,47,2,70,48
M,C,O,85,58,52,72,72
M,B,O,68,23,16,50,73
M,A,Y,24,43,28,38,39
F,C,Y,25,38,26,40,65
M,A,O,68,27,16,62,79
F,C,M,44,45,3,71,60
M,E,Y,28,56,20,44,39
M,E,Y,21,60,34,63,40
F,D,M,51,32,2,69,54
F,E,O,69,36,17,65,83
F,D,Y,34,49,12,39,90
M,A,M,44,22,3,71,56
F,C,O,66,52,13,53,53
M,B,M,60,36,6,78,55
M,C,M,62,51,8,75,49
M,E,O,82,29,44,47,67
F,C,Y,33,41,13,47,33
F,B,M,45,22,3,74,63
F,E,M,54,43,3,67,67
F,E,Y,33,54,13,48,79
F,B,U,14,32,52,41,48
M,E,Y,35,52,10,57,36
M,D,Y,25,38,26,55,43
M,C,M,57,49,4,70,51
M,C,Y,20,37,37,46,36
M,C,O,76,55,30,45,80
M,A,M,40,21,6,78,46
F,E,Y,22,59,32,37,48
M,B,Y,33,34,13,61,40
M,E,M,52,44,2,69,56
M,C,Y,19,36,39,48,42
M,E,M,61,40,7,67,59
M,E,U,6,67,78,52,24
M,E,U,11,64,61,46,28
M,E,O,72,34,22,54,76
F,B,U,13,22,55,47,37
M,E,M,53,114,2,72,46
F,B,Y,27,50,22,47,89
F,E,O,70,35,19,41,89
M,D,O,68,30,16,49,81
F,C,M,43,44,4,71,38
F,D,U,9,31,68,43,69
M,D,M,44,49,3,73,50
M,C,O,81,57,42,40,79
M,C,Y,25,38,26,43,42
M,D,Y,36,46,9,44,45
M,C,O,81,57,42,54,69
M,A,O,84,36,50,60,67
F,E,M,62,39,8,67,20
M,E,O,72,34,22,60,75
F,A,Y,20,41,37,58,87
M,B,M,44,21,3,70,54
M,B,O,81,56,42,52,69
M,C,U,6,32,78,53,20
M,D,U,6,43,78,51,17
M,D,O,73,36,24,61,68
M,A,M,56,59,4,69,57
F,C,U,13,34,55,53,63
F,B,Y,33,51,13,70,82
M,E,U,9,66,68,39,12
F,A,O,87,66,58,50,42
M,D,U,9,29,68,51,27
F,E,Y,26,57,24,59,33
M,C,U,10,33,64,50,12
F,A,O,71,16,20,47,81
M,A,U,10,46,64,49,13
M,B,U,7,47,74,43,19
M,E,O,68,36,16,45,73
F,B,Y,18,61,42,59,22
M,A,O,68,27,16,37,72
M,A,Y,32,52,14,41,40
F,C,M,56,49,4,68,44
F,C,M,62,51,8,73,84
M,C,M,49,46,2,70,49
M,B,O,94,51,81,40,78
M,E,M,60,40,6,75,59
M,C,M,55,48,3,71,52
F,C,U,6,32,78,48,100
F,A,M,56,19,4,74,66
F,B,M,44,51,3,74,32
F,E,O,84,28,50,51,25
M,E,O,93,24,78,46,68
M,E,U,13,64,55,56,14
F,C,U,9,33,68,53,41
M,E,U,9,66,68,54,21
F,D,O,78,46,34,58,94
F,B,Y,34,60,12,50,98
F,A,Y,19,28,39,48,85
F,A,O,79,63,37,45,35
M,A,O,69,23,17,60,82
F,A,M,49,51,2,65,97
F,B,M,57,58,4,66,48
M,B,Y,24,24,28,55,40
F,C,O,83,58,47,51,99
F,C,U,11,34,61,63,68
M,A,U,13,36,55,51,24
M,A,Y,18,24,42,48,43
M,D,O,73,25,24,61,85
F,E,U,11,64,61,56,63
M,E,M,59,40,6,77,48
M,A,M,46,59,2,68,49
F,D,Y,31,44,16,44,33
M,A,M,57,57,4,73,59
M,C,U,11,34,61,59,16
M,D,Y,23,33,30,61,41
M,B,Y,19,20,39,66,42
M,B,U,5,32,81,47,26
F,E,O,92,24,74,60,29
F,B,M,46,30,2,80,82
F,D,U,10,42,64,58,66
M,C,O,89,60,64,64,66
M,A,O,68,47,16,39,75
M,D,Y,16,42,47,48,45
M,C,M,64,51,10,67,52
M,B,U,12,22,58,51,23
F,B,U,12,48,58,50,73
F,C,Y,37,42,8,39,30
M,D,O,76,48,30,55,70
F,E,Y,27,56,22,42,77
M,B,O,88,38,61,44,86
F,E,M,44,48,3,75,23
M,E,U,14,63,52,61,15
M,B,U,5,57,81,44,27
M,D,Y,18,46,42,50,45
F,D,Y,36,35,9,47,54
M,A,O,77,29,32,46,85
M,B,O,88,41,61,43,80
F,E,Y,27,56,22,50,53
F,D,M,62,36,8,70,37
F,E,M,57,42,4,67,72
M,B,O,85,36,52,46,86
F,A,U,10,19,64,56,22
F,E,Y,22,59,32,58,66
M,B,O,70,47,19,41,67
M,D,U,11,31,61,54,15
M,C,M,58,49,5,69,55
F,B,O,89,17,64,47,80
F,E,U,12,64,58,49,33
F,A,Y,38,56,7,51,99
M,E,O,83,28,47,43,88
F,A,U,13,55,55,55,42
M,B,U,7,38,74,54,22
M,B,M,53,35,2,68,52
M,D,M,49,34,2,76,59
F,D,U,6,42,78,53,32
F,D,U,13,25,55,48,52
F,E,M,50,45,2,71,22
F,B,Y,36,68,9,60,27
F,C,U,7,32,74,59,81
M,E,O,82,29,44,56,75
M,C,O,65,52,12,54,82
M,D,U,13,37,55,51,27
F,C,O,86,59,55,61,62
F,C,M,41,44,5,64,38
M,B,O,92,31,74,45,94
M,A,M,49,38,2,68,52
F,E,M,40,50,6,69,58
F,D,O,72,36,22,44,54
F,D,M,41,28,5,77,57
M,E,U,7,66,74,51,20
F,C,M,41,44,5,71,58
M,B,Y,32,59,14,64,39
M,E,U,15,62,50,52,12
M,B,M,47,21,2,66,45
F,E,U,6,67,78,52,97
F,E,U,14,63,52,50,93
M,B,M,53,24,2,65,46
M,A,M,56,46,4,72,57
F,C,U,8,33,71,51,62
M,E,U,15,62,50,58,30
F,B,Y,18,62,42,34,67
M,D,M,55,29,3,73,47
M,D,M,62,41,8,70,52
M,B,O,74,26,26,67,68
M,C,Y,17,36,44,69,40
M,A,O,87,37,58,46,71
F,E,M,60,40,6,70,41
F,C,M,42,44,4,72,60
M,A,M,55,35,3,73,56
M,C,M,59,113,6,67,59
F,B,Y,25,63,26,51,68
M,E,O,84,28,50,41,85
F,E,M,52,44,2,70,30
F,E,U,14,63,52,42,52
M,C,Y,29,40,19,45,40
F,E,U,9,66,68,45,69
M,C,Y,23,38,30,50,38
M,E,Y,35,52,10,55,39
M,E,U,7,66,74,51,25
M,D,M,53,31,2,72,51
M,C,Y,18,36,42,49,41
F,C,M,64,51,10,71,94
F,D,U,9,32,68,57,77
M,A,Y,27,25,22,55,35
F,D,M,62,26,8,69,52
M,A,Y,35,47,10,57,38
F,D,Y,22,33,32,42,48
M,B,O,71,57,20,44,67
M,A,M,48,22,2,64,46
F,B,U,14,47,52,51,80
M,A,U,6,70,78,57,22
M,C,Y,29,40,19,52,44
M,B,M,54,40,3,72,50
M,A,O,93,32,78,40,85
F,C,O,70,53,19,57,78
M,D,M,59,39,6,67,50
F,B,M,62,43,8,70,36
M,D,O,72,33,22,42,88
M,E,U,6,67,78,43,15
F,A,M,55,18,3,67,96
M,B,M,62,40,8,70,48
M,D,U,13,33,55,54,20
M,D,Y,38,34,7,49,41
M,A,O,90,52,68,51,65
M,A,O,74,20,26,53,75
F,A,U,10,35,64,54,27
M,C,U,12,34,58,48,12
F,B,M,62,26,8,71,61
F,E,O,86,27,55,59,80
M,C,U,7,32,74,45,17
M,A,M,44,39,3,74,48
M,E,Y,21,60,34,60,39
F,D,M,60,35,6,66,45
F,A,U,9,53,68,54,25
F,A,O,88,31,61,34,61
M,E,O,81,30,42,43,75
F,D,M,63,25,9,79,76
F,C,O,79,56,37,48,45
M,C,M,47,46,2,74,58
F,A,Y,38,65,7,35,76
M,E,M,47,46,2,75,57
M,E,O,76,32,30,46,91
F,C,Y,25,38,26,50,94
F,A,Y,30,29,17,49,92
F,C,U,8,33,71,46,60
F,A,O,85,27,52,47,75
M,B,U,8,38,71,48,25
M,E,O,68,36,16,46,95
F,A,U,11,33,61,48,95
M,B,Y,33,34,13,58,41
M,A,O,68,39,16,53,79
M,C,M,61,50,7,72,45
F,C,M,45,45,3,65,70
M,B,M,64,54,10,72,58
M,C,M,50,47,2,70,60
M,D,U,6,34,78,48,11
M,C,O,72,119,22,41,94
M,B,Y,17,23,44,39,44
F,C,M,56,49,4,69,62
F,A,Y,34,46,12,53,84
M,B,O,73,25,24,56,75
M,E,Y,29,56,19,36,43
M,A,O,84,15,50,49,83
F,B,Y,18,66,42,32,66
F,D,U,13,33,55,50,52
F,C,Y,30,40,17,37,90
M,E,U,14,63,52,49,23
M,D,Y,23,35,30,51,36
M,C,M,47,46,2,74,47
M,A,M,49,68,2,78,58
M,A,M,55,51,3,71,54
F,A,U,9,67,68,41,87
F,B,O,85,13,52,50,50
F,B,M,53,22,2,71,84
F,E,Y,24,58,28,57,76
F,B,Y,20,51,37,51,31
M,A,U,13,39,55,41,19
F,E,Y,21,60,34,53,58
F,C,M,48,46,2,75,34
M,A,Y,32,68,14,26,40
M,E,M,55,42,3,72,51
F,E,M,41,50,5,64,46
M,D,Y,19,28,39,51,38
M,D,U,7,35,74,56,23
F,A,U,13,51,55,45,22
M,A,O,78,64,34,46,76
M,E,O,68,36,16,52,79
F,E,Y,34,53,12,41,48
M,B,Y,24,26,28,52,37
F,D,U,15,33,50,54,73
F,E,U,11,64,61,54,24
F,A,Y,31,32,16,48,26
M,E,O,75,32,28,56,88
M,B,Y,19,50,39,63,39
F,B,O,66,19,13,56,22
M,C,U,13,34,55,44,10
F,C,Y,36,42,9,48,38
M,A,U,6,65,78,55,19
M,E,O,66,37,13,47,74
M,B,U,14,43,52,40,14
M,C,O,66,52,13,62,94
F,A,Y,27,57,22,58,59
F,A,O,75,53,28,56,38
M,C,M,43,44,4,73,59
F,A,M,56,49,4,69,80
F,C,O,86,59,55,57,34
F,B,M,48,22,2,70,25
M,E,Y,24,58,28,57,40
M,C,Y,36,42,9,58,45
F,D,M,49,46,2,70,69
F,A,O,83,27,47,49,95
F,D,O,87,29,58,47,83
F,D,O,87,48,58,55,88
F,A,M,44,62,3,73,99
F,A,Y,25,69,26,45,43
F,A,U,12,51,58,54,30
M,D,M,40,33,6,70,48
F,C,O,78,56,34,53,47
M,A,O,75,48,28,49,71
F,B,Y,32,70,14,44,69
M,C,O,90,60,68,53,67
M,E,Y,23,58,30,47,38
M,E,U,13,64,55,45,20
F,A,O,82,40,44,42,59
M,A,M,40,40,6,75,56
F,B,M,41,45,5,67,93
M,B,O,77,29,32,55,73
F,C,Y,20,37,37,48,95
F,E,U,10,65,64,43,68
M,C,U,8,33,71,45,16
M,D,Y,22,39,32,36,40
M,D,Y,29,29,19,56,38
M,E,U,8,66,71,45,27
F,C,U,8,33,71,56,81
M,E,U,13,64,55,39,28
M,D,Y,34,45,12,62,44
M,A,Y,30,28,17,50,42
M,C,U,12,34,58,52,22
M,B,O,67,55,14,52,74
M,D,Y,36,48,9,57,37
F,C,U,14,35,52,46,88
F,D,O,85,42,52,55,35
F,C,M,64,51,10,70,65
M,D,Y,38,49,7,56,38
M,B,U,13,34,55,57,12
F,D,O,88,49,61,66,71
F,E,M,63,38,9,69,76
M,A,O,89,69,64,63,76
F,E,U,10,65,64,54,45
F,B,U,14,58,52,41,34
M,D,Y,39,31,6,58,43
M,B,M,55,44,3,73,52
F,E,Y,21,60,34,49,77
M,E,Y,19,60,39,57,38
F,E,U,6,67,78,51,26
F,D,U,12,46,58,53,38
M,A,O,93,43,78,55,68
M,A,M,52,40,2,63,47
F,E,U,13,64,55,46,75
F,A,M,41,70,5,74,84
F,D,U,12,46,58,54,44
M,C,Y,35,112,10,37,44
M,A,O,79,17,37,49,84
F,E,Y,22,59,32,54,64
F,A,Y,19,59,39,50,92
F,B,U,10,52,64,51,96
M,B,O,72,31,22,56,70
M,E,Y,28,56,20,61,38
M,B,U,10,29,64,43,27
F,A,U,14,24,52,49,39
M,E,Y,16,62,47,50,42
F,E,Y,31,54,16,41,39
F,A,U,13,119,55,54,38
M,E,U,6,67,78,51,16
F,E,U,14,63,52,54,66
F,E,M,60,40,6,62,71
M,C,Y,28,39,20,62,39
M,A,U,12,69,58,58,17
M,B,Y,22,47,32,45,37
F,C,O,94,61,81,67,48
F,D,M,56,40,4,58,51
F,C,U,13,34,55,44,91
M,A,U,6,26,78,47,28
F,C,Y,22,37,32,49,72
F,E,Y,23,58,30,49,77
M,C,U,14,35,52,46,18
F,B,U,12,31,58,45,25
F,B,Y,22,60,32,57,84
M,B,Y,17,36,44,70,39
F,E,U,5,68,81,50,59
F,A,U,10,62,64,51,41
M,A,Y,34,44,12,45,45
F,C,Y,38,43,7,57,60
M,D,O,94,49,81,69,77
F,D,U,13,29,55,63,50
M,A,M,54,47,3,74,45
M,E,Y,37,52,8,57,42
F,D,U,9,43,68,53,87
M,E,O,79,30,37,53,90
F,A,M,64,69,10,65,70
F,E,M,41,50,5,67,98
F,A,U,12,66,58,45,30
F,D,U,11,27,61,45,64
M,C,O,86,59,55,55,87
M,D,O,88,33,61,48,77
M,B,Y,30,56,17,52,37
F,D,O,88,50,61,50,98
M,B,Y,36,55,9,35,36
M,E,O,87,26,58,53,68
F,C,Y,19,36,39,42,93
F,E,U,12,64,58,51,47
F,A,Y,20,69,37,59,28
M,A,U,7,42,74,52,21
F,A,U,12,39,58,55,61
F,C,M,49,46,2,74,92
M,A,Y,18,59,42,63,43
M,E,U,12,64,58,48,22
F,B,U,11,52,61,55,29
F,C,U,8,33,71,54,61
M,C,Y,22,37,32,46,40
M,E,O,93,24,78,37,70
F,B,O,94,18,81,41,72
M,E,M,58,41,5,68,59
F,A,U,10,25,64,51,99
F,B,M,51,23,2,79,92
M,C,M,43,44,4,65,50
M,E,O,70,35,19,56,84
M,C,O,95,62,85,62,75
F,B,U,5,31,81,58,61
M,C,O,84,58,50,45,84
F,D,O,94,27,81,48,64
F,B,M,52,36,2,70,51
M,E,O,92,24,74,63,72
M,B,M,50,52,2,68,53
M,E,M,41,50,5,62,55
F,C,U,7,32,74,47,79
M,D,Y,34,45,12,53,39
F,E,O,92,24,74,43,77
M,B,Y,35,34,10,35,44
F,A,Y,19,53,39,50,75
M,B,M,41,117,5,64,57
M,A,U,13,57,55,65,30
F,A,Y,30,33,17,47,29
F,E,O,68,36,16,51,94
F,E,U,10,65,64,54,52
F,B,O,84,12,50,53,46
M,B,O,69,52,17,55,81
F,A,U,9,23,68,52,91
F,D,M,44,46,3,69,85
F,C,Y,25,38,26,43,51
M,A,M,45,42,3,75,45
F,E,M,50,45,2,68,26
F,B,Y,27,56,22,45,87
M,A,U,15,56,50,40,24
F,E,O,67,36,14,28,44
F,A,U,5,46,81,56,22
M,A,M,47,45,2,71,46
M,A,M,41,47,5,71,53
F,B,Y,22,50,32,56,73
M,C,O,80,57,39,45,70
M,C,O,94,61,81,47,85
M,C,U,13,34,55,45,11
M,C,M,40,43,6,75,48
M,D,M,46,39,2,65,48
F,C,M,61,50,7,67,72
M,A,M,47,39,2,70,56
M,A,Y,37,39,8,47,43
F,D,U,14,27,52,54,23
F,B,M,40,41,6,71,24
F,E,Y,28,56,20,47,27
F,D,Y,21,39,34,44,56
F,B,O,86,11,55,55,66
M,C,M,57,49,4,67,55
M,C,M,51,47,2,74,46
F,B,M,47,25,2,70,47
F,C,Y,33,41,13,64,61
M,B,Y,25,31,26,63,42
M,C,M,60,50,6,72,48
M,E,O,66,37,13,50,90
F,E,O,77,32,32,49,91
F,D,O,94,38,81,47,39
M,A,O,84,28,50,58,74
F,D,O,80,46,39,46,47
M,C,U,13,34,55,44,19
M,D,M,41,31,5,67,54
M,A,U,5,69,81,43,24
M,A,Y,37,52,8,57,39
M,C,M,47,46,2,67,50
M,E,U,13,64,55,55,20
M,A,O,81,47,42,49,93
F,E,M,47,46,2,63,86
M,E,Y,35,52,10,47,38
F,C,U,13,34,55,56,49
M,A,M,41,26,5,73,49
M,E,O,81,30,42,50,67
F,B,M,55,56,3,76,89
F,B,O,93,13,78,41,24
M,B,Y,19,21,39,59,37
M,E,U,6,67,78,56,25
M,C,Y,35,42,10,64,35
M,A,M,58,19,5,68,48
F,C,M,58,49,5,77,90
M,A,Y,36,34,9,49,43
F,D,Y,23,38,30,43,52
M,E,M,61,40,7,70,58
M,B,O,66,30,13,45,85
F,A,U,13,53,55,48,93
F,A,M,63,24,9,69,75
F,B,U,13,44,55,52,29
F,D,M,46,29,2,71,38
M,C,U,9,33,68,54,20
F,B,U,10,49,64,45,57
F,E,M,42,49,4,71,83
M,D,M,45,35,3,69,56
F,A,O,65,70,12,64,31
F,C,O,84,58,50,51,91
F,D,Y,26,37,24,40,84
F,E,Y,32,54,14,51,52
M,C,Y,22,37,32,35,43
M,E,O,89,26,64,57,84
F,A,Y,29,52,19,42,74
F,D,M,55,25,3,74,41
F,C,U,15,35,50,56,95
F,A,O,70,41,19,51,58
M,E,M,52,44,2,65,49
M,C,U,11,34,61,53,13
M,B,Y,37,34,8,50,41
M,E,U,12,64,58,52,18
F,C,O,87,59,58,58,44
F,C,U,12,34,58,51,35
F,E,O,77,32,32,49,47
M,D,Y,36,33,9,46,44
F,A,Y,28,67,20,56,62
F,B,Y,17,52,44,58,79
M,D,M,53,42,2,74,48
M,C,U,12,34,58,52,13
F,A,M,63,47,9,71,93
F,A,O,67,20,14,53,31
F,A,Y,23,16,30,44,88
F,D,Y,16,30,47,57,60
F,C,Y,16,35,47,51,50
F,E,M,50,45,2,67,80
M,D,M,44,40,3,68,48
M,C,U,12,34,58,50,15
M,E,Y,23,58,30,42,45
M,B,O,69,40,17,54,83
F,C,Y,34,41,12,58,85
M,B,O,78,53,34,37,81
M,A,M,46,24,2,73,57
F,D,Y,19,33,39,55,77
F,A,M,60,52,6,74,64
F,B,Y,34,54,12,44,72
F,D,U,11,44,61,54,84
M,D,M,47,114,2,68,47
F,D,M,57,36,4,67,99
M,D,U,14,29,52,42,18
F,A,M,44,39,3,67,43
F,A,M,51,29,2,74,53
M,D,M,44,28,3,71,54
M,B,O,84,22,50,38,91
F,A,M,57,41,4,70,66
M,C,O,85,58,52,59,68
F,C,Y,23,38,30,57,29
F,A,M,61,50,7,74,52
M,C,U,5,32,81,53,24
M,A,M,64,20,10,71,58
F,E,Y,31,54,16,48,25
M,B,Y,16,46,47,59,43
F,E,M,63,38,9,73,71
F,A,U,7,31,74,44,40
M,A,O,70,65,19,46,84
M,E,U,8,66,71,46,13
M,C,Y,24,38,28,61,37
F,C,U,7,32,74,51,22
M,D,Y,38,27,7,51,43
F,D,M,54,115,3,67,42
F,D,Y,25,26,26,44,31
M,E,Y,18,61,42,36,39
F,B,M,58,60,5,72,84
M,A,U,9,38,68,63,18
F,B,Y,20,51,37,55,87
M,D,O,77,49,32,50,93
M,B,U,14,25,52,49,27
M,E,Y,24,58,28,55,42
M,A,M,54,64,3,73,47
F,B,O,69,15,17,49,58
M,A,U,6,40,78,44,13
F,E,M,62,117,8,75,70
F,D,Y,26,41,24,62,55
F,D,O,73,32,24,53,54
F,D,Y,18,47,42,50,32
M,A,O,78,50,34,48,73
M,C,U,13,34,55,46,22
M,B,O,94,36,81,46,91
F,A,Y,20,45,37,65,29
M,B,O,75,34,28,52,71
F,B,O,75,19,28,49,37
M,D,O,92,47,74,49,80
M,C,U,5,32,81,46,14
M,E,M,41,50,5,77,47
F,C,U,12,34,58,46,61
F,B,M,57,26,4,66,83
M,D,U,8,29,71,56,11
F,B,U,9,59,68,53,97
F,C,M,62,51,8,72,79
F,B,U,13,116,55,64,47
M,B,O,69,37,17,48,67
M,D,U,11,47,61,59,12
F,B,M,58,31,5,63,85
M,A,U,13,62,55,56,21
F,A,M,63,56,9,69,70
M,E,U,10,65,64,48,18
F,C,M,43,44,4,72,85
M,E,M,57,42,4,67,51
M,D,Y,21,50,34,59,45
F,B,Y,20,58,37,44,68
M,D,M,56,45,4,67,46
F,E,Y,32,54,14,37,96
M,C,Y,19,36,39,51,43
F,A,O,70,27,19,52,80
M,A,O,90,21,68,58,79
F,A,M,50,59,2,71,85
F,A,M,41,119,5,66,50
M,A,Y,20,19,37,46,37
M,A,U,9,35,68,56,11
F,D,O,91,36,71,49,86
M,B,O,94,49,81,42,86
F,C,Y,22,37,32,56,82
F,A,M,40,47,6,67,37
M,B,O,69,47,17,60,71
F,E,Y,34,53,12,46,95
M,A,Y,19,29,39,42,35
M,A,O,65,20,12,50,73
M,B,U,10,21,64,51,15
M,E,U,7,66,74,47,13
M,C,U,5,32,81,45,13
F,B,O,91,13,71,59,93
M,A,O,84,59,50,36,67
F,C,M,45,45,3,66,27
M,A,U,15,38,50,42,26
F,C,Y,25,38,26,50,32
M,D,U,14,48,52,46,18
F,D,Y,30,46,17,66,54
F,C,M,45,45,3,72,65
M,A,U,7,47,74,52,14
M,E,Y,34,53,12,46,40
M,A,Y,36,42,9,46,37
M,E,Y,19,60,39,40,39
F,B,O,83,15,47,48,68
M,A,O,74,69,26,57,74
F,D,U,6,44,78,47,41
F,B,Y,21,69,34,56,87
F,B,Y,27,50,22,43,42
M,E,M,56,42,4,68,51
M,A,M,59,68,6,68,55
F,A,Y,20,55,37,57,33
F,B,O,69,15,17,54,22
M,E,O,72,34,22,64,77
M,D,Y,37,34,8,66,43
M,A,M,55,57,3,69,47
M,E,M,49,46,2,70,45
F,B,O,67,12,14,57,52
F,E,M,56,42,4,68,94
F,D,Y,32,47,14,37,49
F,E,O,84,114,50,50,34
M,C,Y,23,38,30,38,36
M,A,Y,16,41,47,56,43
M,B,O,84,37,50,58,83
M,C,Y,28,39,20,54,44
F,A,Y,33,59,13,40,78
F,C,U,12,34,58,45,81
M,A,Y,39,58,6,48,39
M,C,Y,31,40,16,57,42
M,C,M,50,47,2,68,57
M,E,M,41,50,5,69,53
M,B,Y,30,23,17,36,42
M,C,M,57,49,4,75,53
F,C,U,14,35,52,51,56
M,B,O,82,30,44,33,78
M,D,O,66,28,13,61,73
M,E,U,13,64,55,53,14
F,E,M,59,40,6,69,51
M,C,M,59,114,6,63,49
M,E,U,12,64,58,62,12
M,A,M,52,62,2,71,52
F,E,M,46,47,2,72,48
F,D,Y,22,42,32,58,28
M,A,Y,20,19,37,40,36
F,D,O,82,26,44,51,71
F,B,M,51,52,2,70,83
M,D,O,95,42,85,57,73
M,C,U,11,34,61,48,22
F,A,Y,26,58,24,50,21
F,A,O,69,115,17,50,23
M,C,U,9,33,68,49,16
F,A,Y,38,56,7,55,85
M,E,Y,20,60,37,55,36
M,C,U,9,33,68,52,26
M,D,O,77,32,32,55,83
M,D,U,11,33,61,40,14
M,E,U,10,65,64,47,15
F,B,O,85,16,52,43,91
M,B,O,79,55,37,45,68
F,B,O,75,116,28,55,35
M,E,U,10,65,64,52,22
M,A,M,55,51,3,69,59
M,A,M,50,23,2,70,59
F,A,O,95,69,85,47,41
M,B,O,85,26,52,54,76
M,C,M,55,48,3,65,47
F,D,O,74,31,26,54,40
F,D,U,5,44,81,50,78
F,D,U,9,49,68,58,33
F,D,O,85,47,52,40,93
F,C,U,12,34,58,49,36
M,E,O,84,28,50,62,68
F,D,O,91,46,71,37,83
M,C,O,66,52,13,45,71
F,B,U,15,58,50,53,64
M,E,Y,30,55,17,57,40
F,C,Y,30,40,17,50,34
F,D,O,76,45,30,50,68
F,B,M,49,35,2,76,36
M,E,U,13,64,55,38,14
F,A,U,8,43,71,48,80
M,B,O,91,28,71,40,93
F,A,O,76,29,30,47,86
M,C,Y,17,36,44,43,41
M,C,M,47,46,2,77,49
F,D,M,48,42,2,70,55
F,B,M,45,23,3,62,39
M,B,U,13,53,55,51,15
M,C,M,63,51,9,67,50
M,E,Y,28,56,20,31,39
M,E,U,6,67,78,50,24
M,E,U,13,64,55,62,29
M,D,O,90,46,68,59,84
M,E,Y,27,56,22,36,42
M,E,M,59,40,6,69,54
M,D,U,6,47,78,51,16
M,B,M,56,31,4,74,51
F,D,U,9,48,68,48,98
M,C,M,43,44,4,80,45
M,E,Y,32,54,14,54,41
M,D,Y,24,31,28,59,36
M,C,M,60,50,6,69,46
F,A,M,50,25,2,76,56
M,E,M,53,44,2,75,55
F,E,Y,24,58,28,64,25
M,B,O,85,48,52,54,74
F,A,U,6,60,78,43,36
M,B,M,60,34,6,73,53
F,D,M,54,44,3,76,59
M,E,U,14,63,52,48,14
M,B,U,7,30,74,41,30
M,D,M,53,27,2,74,51
M,D,Y,18,43,42,58,42
M,B,Y,25,57,26,62,38
F,E,Y,29,56,19,53,59
M,E,M,47,46,2,74,46
M,E,Y,20,60,37,50,40
M,A,O,81,113,42,50,75
M,D,U,8,26,71,57,18
M,A,Y,20,22,37,33,40
F,E,M,47,46,2,68,88
M,D,M,43,28,4,67,52
F,E,O,93,24,78,50,30
F,B,Y,24,54,28,39,54
F,B,Y,27,62,22,59,71
F,C,Y,22,37,32,59,97
M,C,U,10,33,64,52,15
M,C,Y,23,38,30,52,38
M,D,Y,31,47,16,54,41
F,B,O,74,15,26,41,62
M,D,O,77,43,32,56,95
F,E,Y,36,52,9,43,96
F,B,O,88,15,61,54,43
M,A,U,15,61,50,51,26
F,B,O,94,111,81,44,59
F,A,Y,26,58,24,57,42
M,E,O,76,32,30,48,72
F,E,U,9,66,68,47,84
M,B,U,9,47,68,38,24
M,E,M,59,40,6,63,57
F,C,Y,24,38,28,58,73
F,C,M,50,47,2,77,99
F,E,M,42,49,4,66,70
F,D,U,10,45,64,54,28
M,A,Y,21,32,34,36,40
M,D,M,58,29,5,64,50
F,B,O,90,15,68,41,25
M,E,Y,35,52,10,55,45
F,B,O,72,11,22,46,86
M,C,M,52,47,2,70,59
F,A,Y,36,29,9,34,23
F,D,O,95,25,85,50,85
F,A,U,5,117,81,49,70
F,C,O,69,53,17,49,21
M,A,M,47,62,2,70,59
M,A,M,57,67,4,66,49
F,B,U,6,51,78,45,98
M,A,O,93,58,78,48,71
F,E,M,60,40,6,73,70
F,E,M,62,39,8,64,22
M,D,U,14,37,52,44,30
M,E,M,63,38,9,72,45
M,A,U,15,54,50,51,17
M,C,O,83,58,47,68,79
M,A,Y,28,70,20,34,38
F,D,U,5,46,81,46,25
F,E,M,42,49,4,78,28
M,A,U,9,56,68,38,26
M,D,U,9,40,68,45,13
M,D,M,43,39,4,74,47
M,B,M,55,54,3,65,50
F,B,Y,21,56,34,62,33
F,E,M,53,44,2,72,33
F,B,M,45,49,3,73,47
M,E,O,73,34,24,57,68
M,B,O,93,32,78,56,68
F,B,O,76,15,30,61,50
F,A,O,85,44,52,46,80
M,A,O,77,49,32,48,91
M,D,Y,18,40,42,60,42
M,E,O,78,31,34,39,87
F,C,Y,17,36,44,62,90
F,D,O,76,47,30,47,63
M,C,O,86,59,55,57,87
F,B,U,13,22,55,46,99
M,C,U,14,35,52,49,25
F,A,O,80,42,39,54,76
F,E,Y,26,57,24,55,97
M,E,O,80,30,39,49,74
F,C,U,14,35,52,56,70
M,E,Y,35,52,10,57,39
F,A,M,62,18,8,67,90
F,B,Y,34,55,12,39,99
F,A,M,62,43,8,76,66
F,B,M,58,52,5,69,23
F,C,O,84,58,50,43,92
M,B,O,83,47,47,54,72
M,A,Y,24,47,28,54,38
F,A,Y,30,23,17,50,76
M,C,O,65,52,12,60,76
F,D,O,66,27,13,45,40
M,D,M,59,35,6,71,51
M,D,Y,38,32,7,50,43
M,E,U,15,62,50,49,13
M,B,Y,16,59,47,49,38
M,C,Y,26,39,24,46,39
F,E,U,12,64,58,55,31
M,D,U,7,46,74,47,29
M,B,M,62,56,8,73,46
F,D,Y,36,31,9,65,75
M,B,O,78,48,34,58,90
F,B,U,12,36,58,51,34
